CustomerId,CustomerName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ExtraColumn1,ExtraColumn2
CUST_002522, Emily Miller ,475,South Korea ,MAN,33,3,"$23,175.11",1,y,0,40177.0,1.0,,
ID-1797, Lisa Jones ,407,Argentina ,FEMALE,55,4,Null,1,1,True,58089.0,0.0,,
SO01687,JOHN WILLIAMS,530, South Africa,FEMALE,33,3,48715.78,1,1,0,54293.0,0.0,,
NE01661,Robert Johnson,568, Netherlands ,man,54,4,22034.26,3,1,1,77316.0,0.0,,
2541,emily garcia,663, Mexico,f,20,9,41704.2,1,1,1,"$100,141",0.0,,
CUST_002350,Michael Davis,519,EGYPT,Boy,27,5,1544.73,2,0,True,76781.0,1.0,B,456
C1239,john johnson,529,chile,F,18,3,58193.08,3,Y,1,empty,0.0,,
SI01657, Sarah Rodriguez ,479,SINGAPORE,man,150,4,69049.86,3,0,0,81699.0,1.0,,
C1597,"Sarah,Jones",438,AUSTRALIA,Boy,26,4,1914.5,3,1,Inactive,9999999,1.0,,
2864,ROBERT WILLIAMS,394, India,female,37,4,2184.25,2,no,1,77472.50,1.0,,
1819,-inf,541,Japan ,boy,34,9,8402.29,2,1,0,"$52,642",0.0,,
ID-2940, Sarah Rodriguez ,516, Saudi Arabia ,f,23,3,"259,519.62",2,true,1,61681.0,1.0,,
ID-1493, Michael Martinez ,561,Peru,Female,24,5,24487.72,1,no,0,34792.0,1.0,,
CUST_002670, Ma™ria Martinez ,NIL, UAE,Man,0,6,47996.01,2,0,0,0,1.0,,
ID-1116, Michael Brown ,1200,SPAIN,M,63,3,57848.94,2,0,1,"$44,050",0.0,,
CUST_001307, Emily Garcia ,485, Brazil,Male,39,6,34668.64,2,0,None,71584.0,0.0,,
ID-1749,john rodriguez,0,germany,boy,34,5,"$33,727.42",3,1,0,-10000,0.0,,
CUST_001305,maria brown,659, USA,Woman,39,2,"$9,061.00",3,#N/A,1,58984.0,0.0,,
CUST_001965,"Lisa,Johnson",560,Italy,Boy,53,unknown,12504.97,1,0,1,60340.0,1.0,B,
C2895, Michael Davis ,535,germany,M,37,4,83760.21,2,0,0,47397.0,0.0,,
CUST_002063,JOHN WILLIAMS,502,brazil,Woman,48,-5,70081.26,2,false,1,"$63,495",1.0,,
CO02701,robert williams,514,COLOMBIA,MALE,18,8,102829.4,2,0,False,"$40,034",1.0,,
IN01285,david garcia,494, India ,MALE,22,8,56045.95,1,1,TRUE,63909.0,0.0,,
C1329,LISA WILLIAMS,765,USA ,female,43,6,127110.38,2,1,1,101141.0,0.0,,
CUST_001768,JANE MILLER,N/A, Nigeria,WOMAN,64,6,34142.86,3,1,Active,73470.0,0.0,,
CUST_002597, Michael Miller ,460, Australia,Man,27,NA,999999999,1,1,1,71068.34,0.0,,
ID-1030, Lisa Williams ,609,Netherlands,m,23,5,"$154,905.17",3,1,1,"$77,664",1.0,,
ID-1262, Emily Williams ,649, France ,F,40,2,393.62,2,1,0,"$67,529",0.0,,
UK01108,"James,Williams",676,UK,Male,31,3,16916.37,2,FALSE,TRUE,118213.0,0.0,,
ID-2801,"John,Jones",525, Saudi Arabia ,Boy,35,4,70394.7,3,0,0,"$45,218",0.0,,
AU02635,MARIA WILLIAMS,514,Australia ,N/A,28,5,38075.94,1,1,active,83241.0,0.0,,
C2498,"Jane,Johnson",508,Egypt,f,32,6,26303.4,1,1,1,33196.0,1.0,,
AR01981,Sarah Garcia,492,Argentina,Man,52,4,18563.85,2,1,1,39973.0,0.0,,
C2814,JOHN BROWN,548, Chile,None,52,3,110434.87,1,1,1,74987.0,1.0,,
1728,james davis,502, Colombia,girl,47,5,"$18,281.41",3,0,1,"$19,703",0.0,,
ID-1985,Lisa Miller,inf,Peru ,Woman,VOID,4,32492.61,undefined,1,n/a,29527.0,0.0,,
1382,#N/A,705,Canada,female,52,7,41532.24,3,0,0,"$54,183",0.0,,
FR01328,Michael ¥Brown,591,France,m,36,3,75502.84,2,1,active,91466.0,0.0,,
C2481,"Lisa,Davis",762,Mexico,Man,39,5,-inf,2,1,1,none,0.0,,
ID-2336, Michael Garcia ,999,UAE,male,66,8,11706.59,4,0,0,19390.0,0.0,,
ID-1464,Sarah Wiølliams,450,Colombia ,None,56,5,107572.22,2,YES,0,59452.0,0.0,,
C2031,0,707, Mexico ,Boy,25,4,20842.22,2,0,0,71844.0,0.0,B,
CUST_001290, David Davis ,519,japan,NA,37,2,151230.48,1,0,0,27365.0,0.0,,
CUST_001806,Jane Williams,627, USA,male,??,1,"$12,431.35",1,1,1,83232.0,1.0,,
ID-2121, David Jones ,507,South Africa ,#DIV/0!,34,7,18369.62,4,N,Inactive,76612.0,1.0,,
C2568,"Maria,Johnson",561,SOUTH AFRICA,Man,29,7,"8,529.55",2,1,TRUE,24710.0,1.0,,
C2447,LISA WILLIAMS,-inf,nigeria,girl,22,4,151309.0,3,1,FALSE,41526.0,0.0,B,123
CUST_001846,David Johnson,533,Saudi Arabia,Boy,20,3,null,4,unknown,1,"$26,100",1.0,,
IT02624,,543,italy,MAN,43,3,36004.71,1,1,True,"$69,592",0.0,,
2653,JANEé JONES,520, India ,Female,UNDEFINED,1,15644.37,3,1,false,"$48,734",0.0,,
1969,David Smith,735,canada,female,37,6,728.82,1,1,1,"$107,891",0.0,,
C2576,lisa smith,475,UAE,Man,29,-10,"44,837.55",2,1,1,33473.0,0.0,,
ID-1186,Robert Smith,378, Colombia ,female,0,3,"165,377.75",2,1,0,75893.0,0.0,,
UNDEFINED,"Robert,Smith",554,Saudi Arabia ,MALE,43,5,58975.85,10,0,active,59177.0,0.0,,
C1449,lisa brown,571,France ,Woman,18,5,"11,423.01",2,False,TRUE,45865.0,1.0,,
CUST_002824,maria smith,699, USA,F,54,4,97461.91,1,1,0,48105.0,0.0,,
C1943, Jane Garcia ,734, Mexico ,Woman,30,4,2996.41,2,1,1,116480.0,1.0,,
ID-2506,maria jones,514, Colombia,man,29,5,20893.19,4,0,0,66910.0,0.0,,
ME02594,"James,Garcia",685, Mexico ,M,30,7,"$8,051.97",#NULL!,0,1,99215.0,0.0,,
AR02285,LISA SMITH,498, Argentina ,woman,43,1,"4,920.62",3,n,1,79448.0,0.0,,
AR01041,Lisa Smith,492,Argentina ,male,41,3,4432.69,4,0,1,39328.0,0.0,,
NE01921,james davis,568,NETHERLANDS,man,41,4,??,3,1,1,75421.0,0.0,,
SO02015, John Miller ,591,SOUTH KOREA,Boy,18,9,22967.86,2,1,INACTIVE,96755.0,0.0,B,456
GE02038,"David,Brown",566, Germany ,Male,39,2,"174,544.93",1,false,#DIV/0!,"$96,583",0.0,,
ID-2976, Sarah Martinez ,550,Netherlands,MALE,49,4,12553.75,2,0,0,0,1.0,,
1044,SARAH BROWN,EMPTY,AUSTRALIA,woman,31,7,null,4,1,1,??,0.0,,
ID-1954,Robert Davis,536,NIGERIA,M,37,9,17363.8,1,1,Active,76739.0,0.0,,
2289,"John,Smith",456, Argentina ,WOMAN,??,4,98794.71,3,1,1,33333.0,1.0,,
C2023,"Maria,Jones",708,usa,Girl,66,NA,54262.97,1,n,1,96602.0,0.0,,
C2997,JOHN MILLER,489, Nigeria,MALE,46,3,52173.69,3,0,inactive,30678.0,0.0,,
NI02577,Sarah Davis,454, Nigeria ,undefined,64,7,77352.01,3,1,0,57254.0,1.0,,
CUST_002392, Sarah Miller ,430,SINGAPORE,male,21,5,66187.39,4,1,MISSING,-10000,1.0,,
CUST_002483, Jane Jones ,559,Brazil,m,18,4,51589.82,1,0,1,16452.0,1.0,,
ID-2347,Lisa Williams,673, Germany ,M,23,3,58049.05,2,1,True,58195.0,0.0,,
C1241,JOHN DAVIS,  ,MEXICO,Female,43,4,66945.64,3,1,1,118857.0,0.0,,
1682, David Johnson ,598,france,M,38,3,47488.54,3,1,1,"$87,881",0.0,,
ID-1842,"Lisa,Jones",999,Canada ,F,38,5,104491.71,1,0,1,117895.0,0.0,,
CUST_002316,JAMES WILLIAMS,501,INDIA,Male,24,9,168927.28,2,0,0,undefined,0.0,,
C1057,emily garcia, ,Brazil,MISSING,30,5,103406.73,4,YES,1,0,1.0,,
NI02431,"Michael,Williams",574,Nigeria,F,36,7,74170.82,--,1,1,25195.0,0.0,,
AU01680,"Jane,Martinez",612,Australia,man,void,4,"47,293.14",2,0,Active,77176.0,0.0,,
SO01309,MARIA DAVIS,630,south africa,f,49,3,78693.43,1,1,1,52146.0,0.0,,
GE02244,John Davis,-100,GERMANY,Boy,48,5,"$16,049.72",1,Y,0,0,0.0,,
2774,Jane Brown,600, Australia ,m,42,4,5739.33,3,0,1,31337.0,1.0,,
ID-2472,"Michael,Brown",600, UAE,woman,47,5,999999999,2,1,1,88496.0,0.0,,
C2749,John Miller,#VALUE!,South Africa ,m,26,N/A,42367.23,4,0,EMPTY,60440.0,0.0,,
EG01456,Sarah Miller,missing,EGYPT,F,24,3,50380.11,1,0,1,,0.0,,
2233,John Williams,566, Nigeria,nan,50,2,999999999,2,false,1,56010.0,0.0,,
CUST_002945, David Rodriguez ,495,South Africa,woman,56,3,empty,1,1,0,56976.0,1.0,,
IN01160,Maria Davis,473,india,FEMALE,na,6,22924.26,2,0,0,86203.0,0.0,,
C1828,"David,Garcia",680,USA ,WOMAN,30,4,607.17,_,0,0,92272.0,0.0,,
,EMILY SMITH,736,CANADA,woman,28,6,32102.11,2,0,1,33392.0,1.0,,
2817,john smith,624, Saudi Arabia,male,43,4,2740.28,3,true,1,"$57,117",0.0,,
FR01206,SARAH DAVIS,696,FRANCE,Female,47,6,29624.89,2,No,0,107133.54,0.0,,
C1672, Emily Garcia ,#DIV/0!,Canada ,boy,39,7,6749.96,4,0,0,"$45,909",0.0,,
ID-2487,john smith,#VALUE!, Mexico ,Man,27,7,11557.95,2,N,0,"$43,289",0.0,,
CUST_002724, Jane Davis ,566,SINGAPORE,FEMALE,32,4,"$23,389.73",--,0,1,77717.0,1.0,,
C2395, Robert Martinez ,665, Germany,woman,Null,7,16194.48,2,0,1,36385.0,0.0,,
C1516,ROBERT DAVIS,709, Mexico ,male,30,4,12010.85,2,1,Active,114484.0,0.0,,
ID-2552,"James,Garcia",736,mexico,F,45,3,50392.22,1,1,0,124984.0,0.0,,
ID-1533,Maria Johnson,579,Japan,FEMALE,18,4,10182.28,1,False,1,67024.0,0.0,,
C2138, Michael Williams ,595, Canada,f,35,3,24555.18,1,1,0,125067.0,1.0,,
1233,"James,Jones",635,Canada,man,undefined,2,-50000,50,0,1,145970.0,0.0,,
CUST_001171,"Jane,Rodriguez",435,Peru,MAN,VOID,10,53379.21,1,0,0,50427.0,0.0,,
C1324,LISA RODRIGUEZ,574,SPAIN,female,58,1,72271.1,2,0,true,97419.0,0.0,,
ID-1390,"John,Rodriguez",743, Spain ,boy,--,4,59838.74,4,1,1,100258.0,0.0,,
empty,JAMES JOHNSON,456, Egypt,Girl,18,10,"2,695.24",2,1,active,88812.0,1.0,,
1351,Lisa Davis,484, Egypt,M,22,4,47268.42,none,0,0,66852.0,0.0,,
ID-2857,SARAH RODRIGUEZ,500, Netherlands,MALE,53,4,1049.13,2,N,active,95851.0,0.0,,
CUST_002158,"John,Jones",652, Canada,FEMALE,18,5,4041.41,2,1,1,48477.0,0.0,,
2868, David Smith ,427,COLOMBIA,woman,NONE,6,37593.42,2,1,0,61228.0,0.0,,
C2359,"Maria,Jones",739, USA ,WOMAN,36,5,"$34,672.17",2,1,0,50620.0,0.0,,
C2139,"Michael,Rodriguez",557, Germany ,girl,39,#N/A,"$33,115.66",1,n,0,9999999,0.0,,
AU01948,"Johøn,Rodriguez",500, Australia,Boy,61,3,28452.34,none,TRUE,ACTIVE,none,0.0,,
2592,Michael Brown,532,BRAZIL,male,none,3,"$25,133.66",4,1,false,-10000,1.0,,
__, Emily Smith ,518,N/A,Man,37,5,71731.85,2,0,0,48233.0,0.0,,
2230, David Jones ,780, Canada,WOMAN,56,9,47475.87,1,1,active,90775.0,0.0,,456
ID-2217,JOHN MARTINEZ,605,MEXICO,FEMALE,64,undefined,113788.72,-1,0,ACTIVE,#NULL!,0.0,,
2929,Lisa Martinez,493,Peru ,girl,33,1,99027.42,1,1,0,43350.0,0.0,,
C1627,james rodriguez,540,Brazil,MAN,43,3,13680.4,#N/A,1,1,42168.0,1.0,,
C2117,SARAH DAVIS,498,India ,MALE,26,7,20387.66,2,1,active,__,0.0,,
FR02465,James Davis,9999, France ,girl,49,4,7331.43,1,0,ACTIVE,105095.0,0.0,,
CUST_001477,Lisa Wil€liams,,canada,female,36,9,64746.84,1,UNDEFINED,0,66333.0,1.0,,
2731,SARAH MARTINEZ,681,USA,Girl,-5,5,5530.11,NIL,0,1,EMPTY,0.0,,
C2064,JAMES DAVIS,473,Chile ,Girl,22,4,NaN,2,1,1,inf,0.0,,
NULL,james miller,NULL,nigeria,m,28,5,"$15,208.47",2,1,true,21703.0,0.0,B,456
AR01229,JAMES GARCIA,580,Argentina ,F,45,2,24550.07,-1,1,0,25402.0,0.0,,
2687,JAMES MARTINEZ,529,INDIA,Man,33,5,42748.4,2,Yes,1,29421.0,0.0,,
2390,lisa williams,572,Egypt ,MAN,34,8,141860.57,2,0,0,"$79,370",1.0,,
CO02904, Sarah Johnson ,427,Colombia ,M,27,8,16751.66,2,1,0,?,0.0,,
ID-2442, Lisa Martinez ,999,Japan ,m,43,3,36028.19,2,yes,1,35303.0,0.0,,
C2815,SARAH MARTINEZ,640,india,female,37,4,11007.24,1,null,inactive,38661.0,0.0,,123
CUST_002502,"Emily,Brown",675,Netherlands,Girl,65,6,"$1,932.72",2,0,1,103456.0,0.0,B,
SO01588,Rober©t Miller,528,south korea,Man,39,5,22842.28,1,0,0,70257.0,1.0,,
ID-2788, Lisa Williams ,562, Nigeria,f,29,3,"$68,481.24",1,-inf,false,34957.0,0.0,,
C2807,DAVID JONES,Infinity,Australia,Male,43,3,"$3,444.57",1,1,Active,52843.0,0.0,,
JA02897,sarah johnson,512,Japan ,?,18,6,42578.97,3,__,inactive,81843.0,0.0,,
2662,"Robert,Rodriguez",541,SINGAPORE,M,27,3,,2,False,False,"$68,757",0.0,,
ID-1628,JANE GARCIA,634,#VALUE!,F,23,4,68610.13,3,1,0,120815.0,1.0,,
UA02194,robert smith,465, UAE ,male,33,4,"$5,317.43",2,0,Active,66951.0,0.0,,
C2345, Robert Johnson ,568, Singapore ,m,48,4,"3,270.64",4,0,0,22523.0,0.0,,
C1280,emily rodriguez,?,#N/A,m,18,3,62662.38,3,1,1,21664.0,0.0,,
C2024,Lisa Rodriguez,613,Spain,Girl,40,-10,71789.29,0,1,1,"$117,389",0.0,,
ID-2078,"John,Garcia",unknown,Argentina ,Man,24,3,16540.13,2,true,0,"$68,088",1.0,,
SI01832,John Brown,482,SINGAPORE,F,24,4,201084.58,2,0,0,,1.0,,
C1829,ROBERT DAVIS,587,FRANCE,Woman,48,7,35101.43,3,no,EMPTY,72806.0,0.0,,
ID-1518, Robert Jones ,EMPTY,GERMANY,Man,23,7,60460.2,1,NO,0,63872.0,0.0,,
ID-1439,JAMES JOHNSON,502, India ,boy,40,5,33293.5,1,YES,0,EMPTY,0.0,,
1484,Maria Brown,479,INDIA,m,49,2,29808.15,2,0,Inactive,,0.0,,
C1114,JOHN SMITH,unknown,nigeria,Female,35,8,EMPTY,1,0,0,20242.0,0.0,,
ID-2170,john garcia,638,France ,girl,18,6,21117.99,2,y,0,NONE,1.0,,
ID-2595,JANE WILLIAMS,625,Netherlands,Male,37,10,NA,1,-inf,0,NONE,0.0,,
ID-1957,Robert Garcia,9999,South Africa ,Boy,22,3,349.1,1,N,1,Null,0.0,,
CUST_002277, James Johnson ,619, Italy ,boy,37,2,32799.04,1,1,ACTIVE,25689.0,0.0,,
CUST_001854,JAMES JONES,999, Argentina ,Boy,43,2,41599.68,2,1,1,35974.0,1.0,,
CA02686,JAMES GARCIA,670,CANADA,Female,20,6,"$1,168.02",2,No,0,131413.0,0.0,,
C1603,emily miller,none, Australia ,FEMALE,29,4,30773.65,2,1,1,64580.0,0.0,,
None,JOHN JOHNSON,449,Argentina,man,25,3,118093.83,4,n,1,30099.0,1.0,,
ID-1129,"Jane,Williams",581, Spain ,man,58,4,#DIV/0!,1,0,1,74379.0,1.0,,
ID-1872,"James,Martinez",721,Italy ,m,na,13,68546.84,2,1,0,50513.0,0.0,,
ID-1704, James Smith ,658, Mexico,F,18,2,113528.43,1,1,0,"$57,304",1.0,,123
ID-2663,JANE WILLIAMS,504,Egypt,boy,37,6,1104.68,2,Yes,0,82043.0,0.0,,
,,,,,,,,,,,,,,
NA,"John,Garcia",missing, Egypt ,male,61,1,16577.31,1,0,0,35782.0,1.0,,
1175,"John,Rodriguez",477, Nigeria ,Man,27,4,104636.78,4,0,0,44518.0,0.0,,
2243,michael garcia,554,peru,M,N/A,7,199037.29,10,1,1,48690.0,1.0,,
ID-1470,null,659,UK,n/a,39,9,"$28,431.06",#DIV/0!,NO,false,105605.0,0.0,,
AR02011,"Sarah,Martinez",503, Argentina,woman,39,5,0,3,1,1,nan,0.0,,
CUST_001646,JAMES GARCIA,604,Japan ,MALE,undefined,6,38002.85,2,YES,0,51427.0,0.0,,
CUST_002513,John Davis,637,USA,m,25,MISSING,95159.02,2,0,0,32880.0,0.0,,
ID-1708,NaN,0, USA ,Boy,53,4,25395.68, ,true,0,89660.0,0.0,,
null,null,444, Australia ,boy,200,4,31725.46,2,1,1,66572.0,0.0,,
C2612,jane garcia,521,JAPAN,female,32,5,2077.56,2,0,0,56050.0,0.0,,
nan,"David,Johnson",539, France,FEMALE,29,5,33712.3,1,1,0,28301.0,1.0,C,123
CUST_001142,david smith,525,Egypt ,F,empty,5,81992.94,2,0,0,21126.0,0.0,,
CA02150,"Emily,Jones",754, Canada,female,35,6,"$69,220.13",2,0,0,127298.0,0.0,,
C2203,JOHN JOHNSON,625,canada,Man,26,9,UNDEFINED,1,False,0,54489.0,0.0,,
ID-2504, Maria Miller ,597,VOID,undefined,28,4,VOID,1,1,0,74534.0,1.0,,
C1040,JANE GARCIA,603,Singapore ,Man,46,2,71671.53,2,Yes,undefined,28090.0,0.0,,
NE01705,sarah smith,567, Netherlands,Man,36,2,51747.62,2,0,1,None,0.0,,
ID-2846,"Lisa,Martinez",475,Saudi Arabia ,Male,27,6,13698.96,4,1,Active,88670.0,0.0,,
NE02059,sarah rodriguez,999,Netherlands ,m,39,5,17849.97,2,0,1,"$63,781",1.0,,
CUST_001907, Sarah Johnson ,682,France ,girl,45,4,59902.1,2,Yes,0,NIL,0.0,,
1082,LISA BROWN,536, Chile,F,23,1,80450.92,1,True,1,57428.0,1.0,,
C2582, John Davis ,708,Germany ,female,55,6,113104.29,3,TRUE,1,35036.0,0.0,,
CUST_002091,emily miller,515,Australia ,MAN,44,5,106514.57,2,1,1,87165.34,0.0,,
CUST_002565,JAMES RODRIGUEZ,617,UK ,Boy,37,5,79415.07,2,1,0,68115.0,0.0,,
2337,"Robert,Jones",491,saudi arabia,Man,48,5,"$3,327.02",1,1,0,48168.0,0.0,,
C2375,James Miller,623, South Korea,f,56,8,UNKNOWN,4,yes,1,63067.0,0.0,,
ID-2846,"Lisa,Martinez",475,Saudi Arabia ,Male,27,6,13698.96,4,1,Active,88670.0,0.0,,
CUST_001352, Emily Smith ,nan, Peru,MAN,49,6,62947.85,3,0,UNDEFINED,55474.82,0.0,,
2451,MARIA JONES,533,UK,MISSING,37,5,119382.07,2,1,0,106491.0,0.0,C,456
2707,"James,Jones",706,MEXICO,FEMALE,49,5,456.79,2,1,1,73076.0,0.0,,
CUST_001404,James Williams,-100, South Korea,f,32,6,6116.64,3,0,true,53186.0,0.0,,
ID-2974,empty,656, Japan ,Girl,36,3,19651.2,4,0,0,"$44,324",1.0,,
1647, James Rodriguez ,-100, South Africa,Boy,18,4,48379.38,2,1,0,79627.0,0.0,,
CUST_002047,david rodriguez,575, Peru ,Male,52,4,132335.78,1,1,ACTIVE,"$79,979",1.0,,
2559, Michael Brown ,636,Netherlands,man,30,2,41328.09,1,True,1,32604.0,0.0,,
ID-2754,michael smith,596,Colombia,boy,-5,3,-50000,2,1,,45469.0,0.0,A,123
CUST_001977,lisa miller,518,south korea,Man,37,6,64566.67,4,1,1,40832.0,0.0,,
SP02182,sarah garcia,NA,spain,Female,47,7,15554.0,2,0,1,na,0.0,,
ID-2311, Jane Smith ,578,NIGERIA,woman,49,2,14310.72,1,0,0,31878.0,0.0,,
ME01267, Jane Garcia ,675, Mexico,WOMAN,37,1,22082.81,4,1,1,57441.0,0.0,,
CUST_001489,EMILY SMITH,684, Mexico ,girl,25,7,"$47,936.69",1,0,1,69140.0,0.0,,
ID-2722,JOHN MARTINEZ,676,MEXICO,WOMAN,29,4,84536.71,3,TRUE,0,-,0.0,,
C2581,JANE MILLER,,Chile,f,NIL,8,999999999,3,1,0,63545.0,0.0,,
ID-1951,Michael Jones,  ,peru,boy,25,4,"35,915.92",2,YES,0,40163.0,1.0,A,123
CUST_001278,maria martinez,392,Egypt,Man,46,7,23176.51,4,0,1,76082.0,0.0,,
ID-1341,emily brown,551,peru,male,62,6,42300.63,1,-inf,0,33112.0,0.0,,
CUST_001549,Robert Rodriguez,488,Japan ,FEMALE,26,-,20944.66,4,Y,1,70375.0,0.0,,
n/a,ROBERT MILLER,662,NETHERLANDS,girl,33,2,24364.95,4,0,0,47704.0,0.0,,
2660,Michael Johnson,535,Argentina,Girl,36,5,7520.13,2,0,Inactive,35877.0,0.0,,
C2281,"Michael,Davis",576,saudi arabia,woman,29,8,42928.15,3,no,ACTIVE,EMPTY,1.0,,
1780,Michael Smith,724,Canada ,woman,23,5,40071.98,2,1,1,#VALUE!,1.0,,
ID-1745,"James,Johnson",547,singapore,Girl,18,-10,27332.91,2,1,Inactive,-,0.0,,
1093,"Michael,D©avis",579, UK,Boy,22,9,219777.92,4,0,na,28746.0,0.0,C,123
1446, Emily Rodriguez ,728, Mexico ,m,999,5,7497.8,1,1,??,"$95,311",0.0,,
CUST_002861,"Emily,Miller",460,Argentina,female,NIL,8,168.4,2,1,EMPTY,MISSING,0.0,,
ID-2482,john davis,9999,Netherlands ,FEMALE,200,4,53057.69,UNDEFINED,1,True,75808.0,0.0,,
2616,"Maria,Davis",0,nigeria,boy,35,6,11287.62,3,y,1,83641.0,1.0,,
PE01740,unknown,515, Peru ,__,??,2,12621.54,1,1,0,21721.0,1.0,,
NULL, Sarah Williams ,600,USA,MALE,43,4,57436.62,1,NO,1,"$89,960",1.0,,
ID-2664,MARIA RODRIGUEZ,478, South Africa,FEMALE,150,6,37342.46,3,0,0,85076.0,0.0,,
AU02303,emily rodriguez,645, Australia ,Female,20,3,46940.22,2,0,1,"$57,699",0.0,,
2649,Jane Garcia,520,south africa,Girl,None,1,11148.45,1,1,TRUE,0,0.0,,
2183,MICHAEL JOHNSON,682,MEXICO,F,50,5,89442.9,2,0,0,139589.0,0.0,,
1504,David Martinez,467,,f,__,3,"$43,201.74",1,1,1,VOID,0.0,,
1973,"James,Brown",612,JAPAN,M,18,3,3351.57,3,1,INACTIVE,54195.0,0.0,,
C2640, Michael Brown ,690, Mexico ,girl,18,NULL,12770.03,2,0,0,102730.72,0.0,,
1699,sarah smith,768,Canada ,M,25,0,1250.37,3,0,1,94389.0,0.0,,
ME02913,JOHN DAVIS,653, Mexico ,f,51,10,3630.43,2,0,TRUE,148839.0,0.0,,
CUST_002752,Robert Davis,713, USA ,M,49,1,"$46,665.19",2,0,1,123358.0,0.0,,
JA01062, Jane Johnson ,NaN, Japan,Man,30,3,37170.62,2,1,1,Infinity,1.0,,
2005, Robert Brown ,??, Nigeria ,FEMALE,39,9,72248.24,2,0,0,23112.49,0.0,,
CUST_001348,david martinez,522,Egypt,F,31,3,"$29,804.54",1,1,1,21572.23,1.0,,
2470, David Rodriguez ,N/A,missing,Female,0,N/A,16749.54,2,1,INACTIVE,44800.0,0.0,,
ID-1066,"Michael,Brown",439, Argentina ,Woman,30,9,65627.57,4,YES,empty,26780.0,1.0,,
ID-2209,"Jane,Martinez",464,India ,WOMAN,34,0,"$70,227.66",3,1,1,9999999,0.0,,
CUST_002478,david martinez,500,Peru,Male,54,6,1340.54,1,0,1,70656.0,1.0,,
BR01808,robert garcia,518,Brazil,F,39,0,14246.46,4,0,FALSE,75589.0,0.0,,
CUST_002355,maria miller,580,France,FEMALE,70,6,0,1,N,Active,34278.0,0.0,,
ID-2080,"Maria,Davis",483, Saudi Arabia,girl,18,5,_,1,0,INACTIVE,50981.0,0.0,,
CA01511,james williams,678,canada,WOMAN,44,7,30615.27,10,1,Inactive,77338.0,0.0,,
2140,Robert Williams,657, Canada ,MAN,31,8,2527.42,2,y,true,0,0.0,,
C2374,robert martinez,??,Spain ,female,44,1,-inf,2,FALSE,1,"$101,581",0.0,,
C2802, James Williams ,478, Brazil ,Woman,19,3,136251.44,2,False,Active,59014.0,0.0,,
C2667,Robert Williams,576, Japan ,Girl,43,NIL,32546.24,2,0,NIL,"$67,688",0.0,,
CUST_001343,Jane Martinez,648,MEXICO,male,53,4,na,3,1,VOID,59960.0,0.0,,
ID-2598,mic£hael smith,NIL,ARGENTINA,female,39,11,92407.64,1,0,0,66653.0,0.0,,
ID-2226, John Garcia ,504, Argentina,none,38,5,54711.71,0,0,0,61327.0,1.0,,
2169,john martinez,580, Egypt ,Man,47,2,"$27,882.81",2,0,INACTIVE,89164.0,0.0,,
CUST_001596,NA,654, Mexico,Male,43,7,48130.21,2,false,1,95489.96,0.0,,
Null, Jane Martinez ,662,Canada,girl,54,4,36899.9,4,0,1,102467.0,1.0,C,123
2796,Sarah Brown,534,Nigeria,male,37,5,"$113,167.71",2,0,0,36648.0,1.0,,
US02466, Emily Rodriguez ,745,USA,MALE,36,5,53374.41,3,0,INACTIVE,116439.0,1.0,,
CUST_001249,ROBERT GARCIA,527,Nigeria ,f,34,9,58080.68,2,1,inactive,45911.0,0.0,,
CUST_001356,"Jane,Davis",531,Chile ,male,0,8,10205.81,?,false,1,37237.0,0.0,,
ID-1070,"John,Brown",664,CANADA,Woman,200,5,68118.4,1,y,FALSE,98387.0,0.0,B,456
C2162,"Robert,Rodriguez",592, Spain ,Girl,34,5,633.63,3,No,1,80227.23,0.0,,
CUST_002988,Michael Brown,697,USA ,Boy,-,8,745.7,1,0,1,52926.0,0.0,,
1770,james rodriguez,674,USA,M,26,2,6787.32,4,False,1,134083.0,1.0,,
1499,"Robert,Davis",-100,australia,Man,31,3,17681.08,3,1,0,57730.0,0.0,A,456
US02710, Maria Williams ,536,USA,Boy,21,3,102366.4,1,1,1,na,0.0,B,
C2027,robert brown,580,Netherlands ,M,44,5,27794.97,2,1,1,77987.65,0.0,,
CUST_002527,"Michael,Davis",505, Colombia,WOMAN,33,10,25000.92,4,TRUE,1,52159.0,0.0,,
CA02468,Sarah Rodriguez,700,Canada ,f,None,4,void,3,FALSE,Inactive,64956.34,0.0,,
1167,"Emily,Brown",554,south korea,F,18,4,5178.97,2,0,1,81150.0,0.0,,
CH01709,"David,Johnson",578,Chile ,girl,36,4,56762.79,2,True,0,77492.0,0.0,,
NI01684, Jane Rodriguez ,562,Nigeria , ,43,7,2591.38,MISSING,1,0,21159.0,0.0,,
C1481, John Rodriguez ,481,egypt,WOMAN,45,1,"$67,481.46",2,0,1,24149.0,0.0,,
ID-1934, Lisa Brown ,538, Netherlands,man,75,9,11859.46,2,1,0,26901.0,0.0,C,123
EG01747,ROBERT WILLIAMS,456,Egypt,WOMAN,20,2,140820.62,3,1,1,56558.0,1.0,,
US01121,JOHN WILLIAMS,650,USA ,WOMAN,32,3,"$137,609.70",1,False,1,94956.0,1.0,,
